id,cuisine
12756,mexican
32462,british
42204,vietnamese
246,mexican
47061,korean
15908,thai
29572,greek
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
17687,italian
48504,brazilian
22857,british
11465,japanese
42107,thai
12514,mexican
46339,indian
8383,southern_us
27362,irish
38646,vietnamese
44084,korean
12946,vietnamese
11670,indian
34916,italian
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,italian
44113,southern_us
47328,korean
33937,filipino
40399,french
23562,vietnamese
12787,mexican
13992,japanese
38992,southern_us
45269,mexican
15211,moroccan
34602,southern_us
41779,thai
4179,mexican
37925,japanese
46161,italian
5512,southern_us
27845,mexican
12024,cajun_creole
41072,british
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,chinese
43807,vietnamese
21647,chinese
22758,british
32551,mexican
20470,mexican
20842,italian
43018,indian
45493,greek
42442,filipino
14655,italian
32247,italian
32302,filipino
42075,mexican
19949,mexican
23352,cajun_creole
48549,southern_us
15053,korean
23490,indian
12080,chinese
41992,vietnamese
10618,brazilian
2870,french
49226,moroccan
10052,french
39400,italian
8410,mexican
15752,brazilian
18854,russian
28448,brazilian
27260,greek
1083,russian
21430,italian
46343,british
12493,cajun_creole
14251,indian
37764,french
3912,filipino
28477,french
25100,italian
44515,spanish
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,thai
29892,cajun_creole
25581,italian
43708,indian
49152,mexican
40984,mexican
13050,italian
15031,brazilian
42841,french
16325,british
1866,british
29547,italian
24281,cajun_creole
49183,japanese
41136,mexican
15790,indian
23832,japanese
4231,italian
5306,mexican
40103,cajun_creole
45908,mexican
34333,indian
19999,mexican
9304,korean
11613,mexican
30183,cajun_creole
14480,vietnamese
26493,korean
46415,mexican
23012,indian
2981,italian
31371,italian
8119,spanish
48376,japanese
42957,mexican
18688,jamaican
38876,french
11197,french
48216,thai
24611,british
16761,italian
47345,italian
16477,spanish
31855,italian
403,italian
48608,mexican
1985,spanish
36249,jamaican
27201,chinese
22141,indian
34166,cajun_creole
4721,southern_us
44230,mexican
21409,italian
29986,italian
15401,greek
32341,italian
46266,italian
6633,indian
42713,italian
9117,russian
16266,italian
36470,southern_us
16164,indian
34712,chinese
29117,southern_us
34991,indian
24906,italian
36954,italian
29979,southern_us
16710,italian
48056,italian
24035,british
32656,indian
45875,french
1735,thai
35986,greek
45005,southern_us
46636,southern_us
31507,southern_us
31348,mexican
28362,moroccan
33305,indian
36747,brazilian
39897,southern_us
27450,chinese
49579,korean
24426,mexican
11507,moroccan
6093,indian
49338,italian
11560,italian
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,chinese
19940,southern_us
34637,italian
14214,spanish
15805,french
34328,chinese
27174,spanish
24919,italian
33206,mexican
10745,southern_us
41550,british
5008,southern_us
10685,mexican
15287,italian
25701,irish
31525,italian
27096,chinese
36113,japanese
48480,british
1944,italian
26314,italian
10478,vietnamese
15149,southern_us
5024,british
1676,french
2869,greek
20079,french
8053,mexican
6212,italian
13557,indian
9735,vietnamese
39956,spanish
21569,mexican
3269,italian
4461,cajun_creole
41598,spanish
44612,indian
20150,french
7278,italian
35809,indian
21612,mexican
20357,french
23355,italian
27727,french
34021,jamaican
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,thai
49690,italian
48671,moroccan
18509,southern_us
8903,greek
23374,chinese
22475,mexican
28418,indian
42625,british
44840,italian
42121,indian
2243,indian
18032,japanese
19392,mexican
25679,italian
11223,mexican
35867,italian
33842,mexican
12676,filipino
38377,southern_us
344,mexican
11864,chinese
16895,spanish
3001,indian
19195,japanese
3635,french
23150,russian
17502,italian
16405,moroccan
34160,southern_us
34495,irish
18377,spanish
18988,thai
24880,mexican
48302,italian
33358,indian
20732,chinese
22094,southern_us
8638,mexican
35556,mexican
27248,cajun_creole
15746,italian
46404,southern_us
23323,greek
39018,southern_us
23510,italian
27710,jamaican
30540,indian
48945,southern_us
37197,chinese
27343,korean
29349,mexican
38383,cajun_creole
46758,mexican
24859,chinese
18292,mexican
32450,italian
35936,korean
36789,italian
19804,mexican
16604,italian
585,cajun_creole
29352,indian
48392,italian
44324,greek
5012,southern_us
19487,italian
17263,mexican
26127,british
39464,indian
4870,thai
16171,mexican
308,mexican
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,cajun_creole
36237,indian
30286,french
4019,french
20111,british
35543,italian
25992,southern_us
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,southern_us
35670,italian
30349,japanese
12034,chinese
20729,cajun_creole
11458,italian
16423,indian
47404,italian
43875,chinese
43513,southern_us
21894,cajun_creole
9350,greek
18519,mexican
4651,southern_us
14831,mexican
32530,thai
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,italian
1952,filipino
6792,cajun_creole
44853,italian
13807,cajun_creole
14303,italian
27449,mexican
20389,southern_us
32028,french
9758,mexican
15295,brazilian
14904,spanish
9534,italian
46950,italian
15648,moroccan
44473,greek
29833,italian
3015,italian
43675,italian
3329,british
27359,mexican
18163,cajun_creole
45238,indian
2146,italian
17194,french
15864,italian
6084,british
44220,italian
1843,filipino
4777,italian
27182,french
47648,italian
30068,mexican
36696,mexican
47909,southern_us
19016,mexican
32683,mexican
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,french
46037,spanish
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,french
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,southern_us
3070,filipino
20607,italian
33560,filipino
43354,cajun_creole
19935,italian
45795,italian
42932,mexican
42059,italian
47601,chinese
31240,chinese
5339,french
8192,greek
4831,chinese
9134,indian
49500,indian
45456,southern_us
47506,mexican
43238,french
43910,french
36829,thai
2771,italian
14712,british
37718,mexican
5264,indian
26273,british
48641,moroccan
46990,indian
26575,italian
43906,french
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,french
34860,cajun_creole
32100,greek
11239,korean
809,italian
9212,italian
34741,southern_us
29409,mexican
39986,cajun_creole
21487,spanish
36981,french
19115,indian
37110,mexican
36185,chinese
26244,korean
18026,cajun_creole
36961,vietnamese
14384,mexican
6039,cajun_creole
31871,indian
35841,mexican
16074,southern_us
39180,southern_us
19331,italian
8658,french
49574,italian
25237,mexican
6947,italian
5309,italian
35914,french
14715,british
47994,southern_us
11508,korean
41662,italian
39047,indian
22933,italian
5016,japanese
49449,greek
39029,southern_us
1721,cajun_creole
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,southern_us
2492,chinese
45624,mexican
7576,southern_us
34773,korean
16904,chinese
4279,mexican
38068,italian
7370,thai
23586,italian
48790,mexican
26717,filipino
32749,italian
42536,chinese
5372,italian
37143,british
37244,italian
27674,thai
778,filipino
14686,southern_us
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,irish
6275,italian
4732,southern_us
9452,mexican
29194,indian
16627,russian
5127,italian
26447,italian
11489,southern_us
23884,southern_us
14545,mexican
19620,indian
9771,russian
21265,mexican
38249,italian
3483,southern_us
21262,italian
14605,korean
9448,indian
15750,italian
6413,southern_us
17585,korean
10057,moroccan
29462,chinese
18943,cajun_creole
22591,mexican
32048,southern_us
32249,moroccan
39578,japanese
21724,spanish
27119,spanish
25094,filipino
41200,irish
33033,chinese
21389,british
49103,italian
12519,greek
26913,indian
12460,italian
3397,mexican
3502,chinese
42877,cajun_creole
249,chinese
46008,italian
14185,mexican
20873,moroccan
11722,southern_us
24883,indian
3932,french
25728,french
16428,mexican
7887,mexican
48364,brazilian
47197,italian
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,chinese
25509,mexican
35746,korean
46195,italian
19788,brazilian
18888,filipino
21153,italian
44672,british
48707,filipino
2232,italian
36081,thai
948,french
24512,indian
24382,indian
40648,french
48886,southern_us
21967,italian
40119,italian
38221,indian
49494,cajun_creole
17286,italian
10421,korean
13088,italian
34348,italian
15405,indian
15218,italian
40233,vietnamese
26098,chinese
17221,mexican
25198,thai
22532,vietnamese
41563,korean
2554,chinese
38170,mexican
29476,greek
33384,indian
5770,korean
5628,chinese
44069,italian
18530,greek
22369,thai
9498,italian
26476,french
29939,greek
9336,thai
26377,mexican
18442,indian
13470,thai
34689,southern_us
11016,southern_us
28985,vietnamese
25293,italian
569,southern_us
29992,japanese
20363,southern_us
6981,russian
30154,thai
39960,southern_us
25975,southern_us
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,french
37897,southern_us
44731,italian
3460,filipino
29855,italian
31140,korean
4481,jamaican
30882,indian
511,korean
1120,spanish
42651,mexican
18209,irish
38368,chinese
31783,vietnamese
37589,italian
17752,japanese
37020,indian
19503,italian
2718,thai
28365,mexican
45843,french
4514,thai
4311,chinese
41356,indian
12022,british
6846,mexican
8983,indian
47589,french
14859,southern_us
20035,chinese
732,thai
38568,southern_us
10871,brazilian
42540,indian
48782,italian
17988,mexican
8147,korean
32029,indian
25598,italian
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,japanese
32129,italian
43787,italian
40642,italian
39782,southern_us
38430,italian
33438,chinese
31602,southern_us
17581,spanish
25169,italian
35755,italian
33544,mexican
34252,korean
30764,italian
44946,british
716,mexican
24668,italian
24270,vietnamese
13165,italian
33758,cajun_creole
3090,vietnamese
43987,moroccan
39021,mexican
44460,greek
29876,southern_us
17737,indian
36772,indian
18174,southern_us
20924,southern_us
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,russian
1569,thai
39036,thai
13673,japanese
1550,mexican
38553,filipino
38594,mexican
3220,spanish
24686,vietnamese
10863,italian
46683,italian
5113,mexican
34967,italian
15420,mexican
9607,cajun_creole
7190,mexican
7482,italian
3928,italian
11288,italian
1948,indian
6590,italian
20275,indian
14212,italian
47990,russian
36653,italian
22436,indian
34790,southern_us
45752,italian
19159,mexican
14515,indian
27510,italian
38699,chinese
34959,french
7206,indian
2316,italian
18823,indian
1909,italian
48313,cajun_creole
5844,british
29975,cajun_creole
41091,italian
9532,southern_us
46569,french
10399,chinese
42934,cajun_creole
2688,mexican
27095,mexican
12476,southern_us
23070,mexican
9837,italian
45829,indian
31887,french
28518,italian
47168,italian
45321,mexican
20662,italian
9699,thai
41018,indian
705,british
42898,italian
633,indian
31443,mexican
18613,indian
19060,british
17845,spanish
1534,french
41786,southern_us
31656,brazilian
17330,italian
7048,french
7938,southern_us
46208,italian
33759,italian
5526,vietnamese
26943,mexican
20701,italian
35701,thai
36687,italian
21401,southern_us
376,filipino
6980,italian
39402,italian
43095,mexican
18576,greek
39720,moroccan
17526,russian
27549,french
27123,italian
22979,cajun_creole
46113,southern_us
31557,mexican
20414,brazilian
14487,thai
24881,italian
17955,irish
39109,mexican
35576,french
25876,french
24669,mexican
22261,japanese
832,chinese
29742,italian
21381,jamaican
34322,italian
7224,korean
17978,greek
9438,vietnamese
9458,japanese
41045,thai
34614,mexican
16651,italian
8230,british
39372,italian
39357,french
44341,mexican
42052,french
45208,vietnamese
28626,irish
48345,vietnamese
37791,brazilian
15227,chinese
24053,japanese
17716,italian
6087,italian
28000,mexican
4320,italian
21783,mexican
16148,mexican
47562,greek
31541,italian
43574,southern_us
45475,southern_us
16953,southern_us
5239,filipino
4595,indian
37279,british
33264,italian
30484,jamaican
9200,southern_us
7457,vietnamese
42413,korean
18484,filipino
20985,mexican
29503,jamaican
45242,italian
46953,filipino
13948,mexican
1623,italian
33251,italian
6148,spanish
30392,southern_us
144,chinese
20602,southern_us
48085,indian
14896,jamaican
47518,thai
29161,greek
39363,mexican
694,jamaican
3887,italian
12671,southern_us
31117,italian
14714,cajun_creole
29993,thai
20639,italian
17665,greek
3969,indian
11014,indian
19530,italian
17271,mexican
30457,greek
22989,indian
45756,indian
20297,thai
10942,italian
35686,mexican
13032,italian
7951,southern_us
20432,southern_us
17971,mexican
4128,british
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,mexican
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,british
23382,italian
34090,mexican
23320,indian
14962,british
42047,mexican
44805,mexican
36584,spanish
3016,moroccan
6391,chinese
38188,mexican
1784,mexican
18300,british
3856,southern_us
41841,russian
16837,italian
23687,indian
38118,indian
27801,japanese
17096,chinese
20235,moroccan
13288,southern_us
26749,french
19084,french
35200,mexican
41073,french
28016,mexican
18431,italian
22228,japanese
27456,mexican
325,italian
6543,italian
7062,russian
49221,french
44536,french
24865,mexican
26543,chinese
10096,southern_us
38273,brazilian
6710,jamaican
49243,italian
19624,italian
24435,spanish
14883,italian
22516,southern_us
587,brazilian
40539,mexican
11208,indian
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,southern_us
41308,jamaican
34438,italian
9805,chinese
38007,italian
23919,indian
13945,thai
32279,indian
17456,mexican
47941,southern_us
32310,greek
44442,italian
14163,mexican
27573,italian
777,greek
44116,indian
13347,mexican
29348,japanese
14219,mexican
39983,italian
33682,moroccan
21443,japanese
47642,southern_us
1759,cajun_creole
1205,southern_us
4794,jamaican
17408,spanish
34666,brazilian
40237,mexican
13778,italian
41289,italian
3560,mexican
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,russian
25586,mexican
11046,southern_us
31793,chinese
28746,french
7226,greek
30991,southern_us
47476,british
30626,italian
49367,indian
35754,indian
4247,jamaican
49423,italian
22295,moroccan
2749,chinese
685,french
30988,french
46285,french
40492,mexican
22264,italian
15921,mexican
388,korean
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,moroccan
27034,indian
28470,southern_us
38953,mexican
20045,cajun_creole
12896,mexican
39573,greek
8838,brazilian
15399,thai
39439,mexican
26837,chinese
41220,italian
35968,chinese
24335,thai
10983,japanese
5516,southern_us
38894,thai
11887,greek
31306,southern_us
38578,indian
3561,italian
45095,thai
30969,italian
14389,brazilian
29670,chinese
40995,italian
33629,southern_us
10616,italian
30886,italian
18995,indian
31098,filipino
34607,cajun_creole
48989,southern_us
44542,japanese
47075,brazilian
19228,chinese
2685,southern_us
11686,chinese
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,indian
6791,chinese
440,greek
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,cajun_creole
5929,mexican
20645,mexican
20999,cajun_creole
29995,japanese
35223,greek
22414,mexican
23410,chinese
36558,japanese
13704,french
41952,indian
46915,cajun_creole
47170,southern_us
2295,moroccan
46128,southern_us
48349,french
1482,korean
26589,russian
9418,greek
31356,southern_us
16052,british
43594,mexican
29099,british
23472,italian
34914,chinese
19404,thai
28299,italian
12314,italian
6047,southern_us
37581,italian
12750,jamaican
17498,japanese
7694,italian
14531,filipino
26628,mexican
8205,thai
25101,italian
29045,greek
20917,indian
8311,moroccan
10213,japanese
15241,thai
46132,french
15349,italian
22580,russian
47335,french
17759,jamaican
27633,filipino
42313,mexican
47272,thai
4553,mexican
15235,southern_us
34102,jamaican
21227,british
9782,italian
6913,southern_us
11944,chinese
19035,indian
9848,mexican
42745,mexican
40846,french
27618,mexican
41067,mexican
13555,french
18063,mexican
16962,british
8415,french
19041,italian
38889,french
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,chinese
789,mexican
25084,chinese
6024,southern_us
14741,indian
20468,chinese
26963,italian
1451,indian
27745,french
31347,cajun_creole
46592,mexican
38107,indian
5987,southern_us
1808,french
23783,greek
28618,italian
36764,japanese
11326,italian
3020,japanese
24326,italian
34002,japanese
11499,british
9268,italian
49368,chinese
44720,chinese
13127,southern_us
34494,italian
48382,thai
18585,japanese
40052,chinese
46321,irish
49561,italian
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,indian
22530,southern_us
44176,italian
2669,british
10896,indian
7343,italian
46255,french
27043,italian
20998,british
12357,mexican
36339,southern_us
45086,vietnamese
37690,southern_us
37829,indian
3537,mexican
5150,southern_us
13,italian
44579,italian
8749,filipino
131,japanese
44306,indian
19202,italian
21300,russian
27286,french
18297,italian
4388,mexican
22234,greek
7359,french
39947,french
6855,southern_us
46057,japanese
33950,italian
36009,french
23732,italian
21316,indian
32806,cajun_creole
34343,jamaican
11973,french
2380,mexican
30667,southern_us
42364,indian
30258,french
34109,thai
5265,italian
123,mexican
12498,french
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,indian
43991,southern_us
45136,british
41554,cajun_creole
10118,japanese
43827,mexican
32583,mexican
31949,southern_us
23574,chinese
28211,filipino
21793,mexican
25914,irish
34735,spanish
26071,chinese
9476,italian
29443,southern_us
16966,chinese
6457,british
25882,mexican
48390,greek
28356,southern_us
15699,chinese
2090,spanish
4686,italian
27937,thai
25560,mexican
38937,italian
48670,southern_us
2547,french
17442,southern_us
28669,mexican
4410,mexican
36917,korean
46755,moroccan
25321,french
47019,chinese
33077,cajun_creole
11593,french
44295,mexican
46632,chinese
18503,southern_us
29030,southern_us
32516,french
35128,southern_us
41715,cajun_creole
49185,indian
35517,spanish
13909,southern_us
36886,southern_us
29304,mexican
29577,mexican
24570,indian
29466,chinese
10724,thai
30026,british
37133,irish
29346,vietnamese
32871,thai
46420,korean
29083,chinese
4402,italian
15877,italian
33448,indian
3541,filipino
27704,indian
28658,italian
23793,italian
11040,southern_us
28419,moroccan
37086,italian
13965,italian
28674,mexican
5645,southern_us
20756,mexican
15548,irish
14495,japanese
11989,italian
47482,british
14101,mexican
1289,mexican
49473,southern_us
39161,korean
14452,spanish
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,cajun_creole
16137,italian
4819,french
1377,brazilian
47636,indian
25907,japanese
35894,mexican
20315,mexican
27199,jamaican
34055,italian
26938,french
5734,mexican
32241,italian
2163,british
20340,southern_us
6278,thai
49404,british
36731,mexican
29165,brazilian
24932,thai
6591,southern_us
14644,mexican
43518,chinese
28979,vietnamese
45821,cajun_creole
26627,italian
39139,japanese
3026,japanese
13204,italian
762,chinese
28036,french
46514,jamaican
34536,italian
36484,indian
5676,mexican
13715,french
43019,mexican
2471,indian
34065,italian
39362,french
4987,mexican
28414,french
8710,italian
6610,italian
28847,southern_us
10560,southern_us
32993,italian
16912,mexican
35262,italian
46936,vietnamese
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,mexican
3897,italian
22751,indian
16566,japanese
23033,indian
30500,cajun_creole
13018,indian
13077,french
9177,vietnamese
16012,spanish
5293,indian
35451,southern_us
5591,moroccan
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,southern_us
46703,brazilian
41776,italian
4099,mexican
4251,moroccan
29381,italian
30300,chinese
27494,french
48254,southern_us
32789,mexican
44569,korean
44160,italian
18762,vietnamese
23808,italian
11875,moroccan
35843,jamaican
4948,moroccan
34713,vietnamese
8352,italian
28407,mexican
3506,italian
44338,chinese
38464,greek
1139,moroccan
12287,indian
27031,chinese
42153,french
42686,jamaican
44415,mexican
10072,italian
8618,french
14153,mexican
23825,greek
21440,irish
13366,cajun_creole
24979,filipino
33437,mexican
4864,japanese
33017,spanish
15122,chinese
42731,chinese
8281,mexican
2812,southern_us
30683,irish
24249,french
12169,cajun_creole
28629,italian
32774,filipino
15181,italian
44314,mexican
37583,italian
28069,filipino
33503,thai
24015,italian
39333,chinese
13414,italian
4855,italian
6512,chinese
21974,spanish
9062,italian
6243,italian
10675,mexican
35788,southern_us
37372,korean
28810,southern_us
23045,italian
21296,british
33484,filipino
30045,chinese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,italian
30403,greek
37331,italian
5456,mexican
26893,irish
44470,french
38130,italian
9361,mexican
19320,irish
3545,korean
25778,french
34074,chinese
34216,japanese
38817,spanish
20749,moroccan
31535,italian
2052,cajun_creole
18186,mexican
49595,italian
47592,italian
26011,italian
23403,indian
8005,mexican
19517,italian
10157,mexican
47071,french
22469,greek
26224,italian
29482,southern_us
8227,chinese
12580,british
26385,filipino
49610,british
6446,moroccan
1766,mexican
19538,chinese
44811,french
16844,mexican
28777,italian
28282,southern_us
15025,italian
35345,jamaican
21527,filipino
26997,indian
40454,chinese
2828,spanish
18980,cajun_creole
13604,mexican
9911,indian
49684,korean
5056,mexican
2990,french
32016,cajun_creole
37476,thai
33761,chinese
20280,british
19266,greek
17492,italian
29376,italian
39788,mexican
606,korean
28514,brazilian
8497,korean
14688,filipino
6514,french
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,italian
6680,indian
11165,southern_us
10077,french
10703,japanese
32046,russian
40961,jamaican
35596,thai
1653,mexican
3886,french
14121,spanish
36351,thai
32915,italian
5386,filipino
40215,mexican
183,italian
24641,thai
47715,british
34390,cajun_creole
712,vietnamese
12535,chinese
49435,british
30517,southern_us
3489,british
1636,italian
30044,mexican
24095,mexican
22105,indian
24627,japanese
38840,mexican
9246,italian
32088,mexican
38769,thai
5657,french
15325,chinese
28603,british
42188,moroccan
30446,italian
1757,chinese
32710,southern_us
2136,british
27690,indian
35074,chinese
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,moroccan
35597,italian
15163,italian
25745,italian
49614,mexican
41946,french
6372,italian
39604,cajun_creole
42983,chinese
19983,indian
21892,moroccan
20647,italian
47368,japanese
3557,southern_us
41749,italian
31498,italian
19271,southern_us
15640,moroccan
26181,italian
22491,brazilian
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,southern_us
16581,spanish
22637,jamaican
37123,southern_us
36020,greek
2226,italian
43012,italian
13134,italian
18749,british
1692,british
10138,british
25235,british
13955,italian
42655,chinese
12415,italian
7502,italian
27394,southern_us
44210,mexican
5331,british
25173,mexican
48988,southern_us
20735,thai
22048,italian
27644,brazilian
43242,mexican
28368,french
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,southern_us
13439,indian
33444,italian
38794,mexican
37227,italian
39679,french
34234,southern_us
38038,chinese
7274,italian
18018,greek
11450,cajun_creole
48160,cajun_creole
21288,mexican
34704,russian
46684,italian
7049,indian
9116,vietnamese
22485,southern_us
6346,mexican
40269,mexican
35850,chinese
1429,filipino
19739,mexican
38972,italian
39570,italian
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,french
8751,southern_us
47378,italian
21143,japanese
3818,moroccan
48486,italian
23388,french
37216,cajun_creole
13142,cajun_creole
828,italian
18468,chinese
25554,mexican
9863,italian
12771,thai
3066,italian
35442,brazilian
25696,indian
38136,italian
35825,italian
28933,cajun_creole
34629,southern_us
22169,italian
7028,korean
37204,mexican
16980,greek
27356,chinese
11736,french
1632,indian
1073,mexican
8236,russian
42866,southern_us
30904,thai
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,french
47664,french
45625,indian
31177,vietnamese
33941,mexican
12272,jamaican
48146,greek
11812,french
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,chinese
30902,italian
30939,italian
20108,italian
6562,thai
46412,mexican
8034,french
37521,southern_us
46651,italian
32493,french
3251,italian
31825,southern_us
2676,southern_us
32140,french
5326,mexican
38240,italian
45874,chinese
17253,japanese
25292,chinese
48666,moroccan
49278,mexican
47903,mexican
42062,italian
27885,italian
21229,indian
47629,chinese
16695,indian
5355,southern_us
45369,mexican
25736,chinese
29882,british
38900,indian
1508,southern_us
2526,french
16563,mexican
49060,spanish
31448,southern_us
36746,thai
1280,southern_us
41950,brazilian
25948,greek
35444,korean
2881,irish
44080,southern_us
4446,japanese
47106,indian
15521,japanese
44359,southern_us
48967,southern_us
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,korean
41639,italian
42680,french
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,vietnamese
27427,mexican
3734,italian
44673,italian
43924,chinese
18628,greek
3596,filipino
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,british
9550,moroccan
20813,irish
34356,italian
3583,greek
14148,japanese
28329,greek
166,mexican
12368,southern_us
32261,thai
35306,southern_us
1414,thai
45051,italian
20767,mexican
23450,italian
404,italian
527,japanese
25416,vietnamese
25409,french
34603,chinese
20266,mexican
9513,southern_us
7794,southern_us
19429,indian
11328,cajun_creole
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,mexican
6735,mexican
41899,french
36222,chinese
24468,cajun_creole
9876,british
33614,japanese
42279,russian
46846,vietnamese
34711,vietnamese
39556,spanish
1064,italian
30080,italian
6076,italian
5670,cajun_creole
44525,indian
19743,indian
36205,southern_us
9030,italian
39755,japanese
39434,japanese
37803,italian
30053,spanish
11661,italian
17918,southern_us
44237,filipino
38536,southern_us
47369,irish
6108,mexican
16807,indian
41329,southern_us
33582,mexican
9570,japanese
47129,italian
14268,italian
8395,southern_us
38977,italian
22716,irish
25753,southern_us
12018,mexican
31659,southern_us
21149,mexican
10328,indian
33585,italian
29192,italian
46733,italian
12887,mexican
24354,french
39237,italian
19430,filipino
39895,mexican
34566,italian
17889,southern_us
40652,mexican
31395,thai
35908,spanish
18341,mexican
17745,mexican
40560,mexican
25097,french
31430,french
25484,british
43668,french
2184,indian
12106,japanese
25747,indian
11423,italian
22403,indian
2880,korean
15445,cajun_creole
9825,mexican
31607,indian
9341,cajun_creole
2406,spanish
28466,mexican
8619,italian
16097,italian
11652,mexican
16852,french
29111,spanish
33602,indian
35,mexican
47741,italian
39820,brazilian
25332,korean
5720,chinese
19634,southern_us
34851,chinese
14117,korean
12195,southern_us
33665,greek
46228,italian
15964,greek
47502,chinese
41865,spanish
46055,french
8863,mexican
48658,italian
42251,italian
33164,italian
24526,southern_us
39431,french
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,french
3703,cajun_creole
27030,southern_us
9149,french
16152,mexican
49665,italian
27036,greek
8341,italian
30384,french
32883,italian
29047,mexican
31964,french
7011,french
46301,cajun_creole
3495,mexican
11949,mexican
975,italian
15529,mexican
15372,mexican
5176,italian
13631,spanish
42028,cajun_creole
4936,russian
26471,southern_us
43833,chinese
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,southern_us
10340,french
48900,southern_us
876,southern_us
10446,southern_us
15082,mexican
31706,mexican
24885,french
34944,brazilian
7917,italian
5923,indian
44272,italian
41074,french
381,italian
16053,italian
37470,southern_us
23027,southern_us
42078,southern_us
13183,southern_us
14828,french
15394,mexican
46300,cajun_creole
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,indian
5034,mexican
35031,italian
13237,mexican
42339,french
3911,mexican
20409,french
24741,italian
18381,indian
7572,irish
24226,mexican
19945,mexican
31809,italian
17903,greek
48664,cajun_creole
14122,greek
3175,mexican
3403,mexican
11062,southern_us
16629,mexican
11349,chinese
14353,mexican
25633,mexican
11424,filipino
36024,indian
7151,mexican
12777,southern_us
34289,southern_us
13904,french
40792,french
11649,french
227,italian
10396,cajun_creole
6559,korean
14195,cajun_creole
21511,indian
431,vietnamese
5651,southern_us
20754,indian
24905,southern_us
16731,korean
9006,greek
43909,greek
28526,italian
31141,french
39787,southern_us
35320,mexican
25077,japanese
2902,italian
34305,japanese
6174,cajun_creole
24695,greek
12211,korean
13227,thai
728,french
21635,indian
14011,italian
5861,southern_us
9976,filipino
49218,korean
27684,mexican
11095,chinese
47314,greek
41901,italian
5859,southern_us
3947,indian
14030,moroccan
10056,italian
39408,french
35283,italian
13994,brazilian
36302,british
16113,korean
47207,thai
36198,thai
21134,southern_us
49070,italian
8030,mexican
31802,filipino
36511,brazilian
7785,italian
38965,cajun_creole
31453,italian
43100,mexican
32307,french
45405,spanish
28532,southern_us
16092,southern_us
29029,chinese
5596,mexican
11369,vietnamese
37436,mexican
2421,indian
22070,thai
10600,southern_us
11150,mexican
29257,italian
38540,japanese
18998,mexican
39974,filipino
2159,southern_us
19679,thai
44146,southern_us
36086,japanese
20676,indian
